blackscholes= [0.198512, 0.206352, 0.203235, 0.654881, 0.654914, 0.654898, 0.654914, 0.207212, 0.209256]
bodytrack= [0.518904, 0.563649, 0.606465, 0.606677, 0.607198, 0.607157, 0.606696, 0.61923, 0.713527]
canneal= [0.0709659, 0.0751845, 0.0810764, 0.0856856, 0.0881924, 0.0887964, 0.0892823, 0.0894298, 0.0919944]
fluidanimate= [0.545308, 0.647211, 0.652945, 0.653115, 0.653228, 0.653135, 0.652911, 0.653271, 0.653589]
freqmine= [0.152331, 0.320451, 0.566929, 0.618955, 0.619288, 0.619339, 0.619391, 0.630695, 0.640056]
raytrace= [0.655374, 0.700065, 0.707235, 0.709005, 0.709921, 0.710195, 0.710652, 0.715289, 0.718196]
swaptions= [0.360036, 0.717348, 0.717942, 0.718065, 0.718084, 0.718311, 0.718102, 0.718133, 0.718015]
streamcluster= [0.190665, 0.212565, 0.213549, 0.213856, 0.213692, 0.213924, 0.213827, 0.214445, 0.21552]
